,sex,age,Pass
35,0.0,0.6818181818181818,0.0
170,0.0,0.8181818181818182,0.0
550,1.0,0.7272727272727273,1.0
542,0.0,0.7272727272727273,0.0
609,0.0,0.8181818181818182,0.0
95,0.0,0.6818181818181818,0.0
240,0.0,0.7727272727272727,0.0
460,0.0,0.6818181818181818,0.0
599,1.0,0.8181818181818182,1.0
206,1.0,0.7727272727272727,1.0
392,0.0,0.7727272727272727,0.0
397,0.0,0.7727272727272727,0.0
543,1.0,0.7727272727272727,1.0
217,0.0,0.7727272727272727,0.0
4,0.0,0.7272727272727273,0.0
575,0.0,0.8181818181818182,0.0
98,0.0,0.7272727272727273,0.0
406,0.0,0.7727272727272727,0.0
502,1.0,0.7727272727272727,1.0
47,1.0,0.7272727272727273,1.0
32,1.0,0.6818181818181818,1.0
200,1.0,0.7272727272727273,1.0
134,0.0,0.7727272727272727,0.0
27,1.0,0.6818181818181818,1.0
613,0.0,0.8181818181818182,0.0
230,0.0,0.7727272727272727,0.0
489,1.0,0.8181818181818182,1.0
378,1.0,0.7727272727272727,1.0
288,0.0,0.8181818181818182,0.0
418,1.0,0.8181818181818182,1.0
391,0.0,0.7727272727272727,0.0
498,0.0,0.7272727272727273,0.0
138,1.0,0.6818181818181818,1.0
62,0.0,0.7272727272727273,0.0
471,0.0,0.7272727272727273,0.0
128,1.0,0.7272727272727273,1.0
631,0.0,0.8181818181818182,0.0
520,0.0,0.7272727272727273,0.0
64,0.0,0.6818181818181818,0.0
14,1.0,0.6818181818181818,1.0
156,0.0,0.6818181818181818,0.0
40,0.0,0.7272727272727273,0.0
492,0.0,0.7272727272727273,0.0
379,1.0,0.7727272727272727,1.0
187,0.0,0.7272727272727273,0.0
216,0.0,0.7727272727272727,0.0
52,1.0,0.6818181818181818,1.0
337,0.0,0.7727272727272727,0.0
295,1.0,0.8636363636363636,1.0
251,0.0,0.7272727272727273,0.0
461,0.0,0.7272727272727273,0.0
455,0.0,0.6818181818181818,0.0
646,0.0,0.8181818181818182,0.0
269,1.0,0.7272727272727273,1.0
201,1.0,0.7272727272727273,1.0
161,1.0,0.7272727272727273,1.0
555,0.0,0.7272727272727273,0.0
401,1.0,0.8181818181818182,1.0
476,0.0,0.7272727272727273,0.0
105,0.0,0.6818181818181818,0.0
565,1.0,0.7272727272727273,1.0
389,0.0,0.8181818181818182,0.0
1,0.0,0.7727272727272727,0.0
605,0.0,0.8636363636363636,0.0
561,1.0,0.8181818181818182,1.0
80,1.0,0.6818181818181818,1.0
205,0.0,0.7727272727272727,0.0
34,1.0,0.7272727272727273,1.0
508,1.0,0.7727272727272727,1.0
427,0.0,0.7272727272727273,0.0
454,0.0,0.7272727272727273,0.0
366,0.0,0.7727272727272727,0.0
91,0.0,0.6818181818181818,0.0
339,1.0,0.8181818181818182,1.0
564,1.0,0.7272727272727273,1.0
345,0.0,0.8181818181818182,0.0
241,1.0,0.7727272727272727,1.0
13,1.0,0.6818181818181818,1.0
315,0.0,0.8181818181818182,0.0
600,1.0,0.7727272727272727,1.0
387,1.0,0.8181818181818182,1.0
273,0.0,0.7727272727272727,0.0
166,1.0,0.8636363636363636,1.0
643,0.0,0.8181818181818182,0.0
484,0.0,0.7272727272727273,0.0
633,0.0,0.8181818181818182,0.0
504,0.0,0.8636363636363636,0.0
243,0.0,0.7727272727272727,0.0
566,1.0,0.8181818181818182,1.0
562,0.0,0.7272727272727273,0.0
189,1.0,0.7727272727272727,1.0
475,0.0,0.6818181818181818,0.0
510,0.0,0.7727272727272727,0.0
58,1.0,0.6818181818181818,1.0
474,1.0,0.6818181818181818,1.0
560,1.0,0.7727272727272727,1.0
252,0.0,0.7272727272727273,0.0
21,1.0,0.6818181818181818,1.0
313,0.0,0.8181818181818182,0.0
459,0.0,0.7272727272727273,0.0
160,0.0,0.6818181818181818,0.0
276,1.0,0.7272727272727273,1.0
191,1.0,0.7727272727272727,1.0
385,0.0,0.8181818181818182,0.0
413,1.0,0.9545454545454546,1.0
491,0.0,0.8636363636363636,0.0
343,0.0,0.8181818181818182,0.0
308,0.0,0.8181818181818182,0.0
130,0.0,0.6818181818181818,0.0
99,0.0,0.7272727272727273,0.0
372,0.0,0.7727272727272727,0.0
87,0.0,0.6818181818181818,0.0
458,0.0,0.7272727272727273,0.0
330,0.0,0.8181818181818182,0.0
214,0.0,0.7272727272727273,0.0
466,1.0,0.6818181818181818,1.0
121,1.0,0.6818181818181818,1.0
614,0.0,0.7727272727272727,0.0
20,1.0,0.6818181818181818,1.0
71,1.0,0.6818181818181818,1.0
106,0.0,0.6818181818181818,0.0
270,1.0,0.7272727272727273,1.0
435,0.0,0.6818181818181818,0.0
102,1.0,0.6818181818181818,1.0
